10th Street Park	OR	1	43.3573	-124.2212
11th Street Park	OR	1	45.2146	-123.0901
13th Avenue City Park	OR	1	45.2535	-122.6812
19th Avenue City Park	OR	1	45.2784	-122.6730
32nd Street Community Sports Park	OR	1	44.0371	-122.9843
4-O Ranch State Wildlife Area	WA	1	46.0426	-117.3659
4H Camp	OR	1	43.2318	-123.9970
52 & Willamette City Park	OR	1	43.9962	-123.1006
53rd Avenue Community Park	OR	1	45.5211	-122.9285
5th Street Park	OR	1	43.1784	-124.1859
6 Mile Campsite	WA	1	48.4632	-120.7828
6th & Gladys Park	CA	1	34.0403	-118.2425
6th Street Tenmile Lake Boat Ramp	OR	1	43.5740	-124.1767
7th Street Park	OR	1	44.6375	-121.1256
8th Street Tenmile Lake Boat Ramp	OR	1	43.5735	-124.1746
9th Street Park	OR	1	45.4532	-123.8490
A J Bolon Historic Monument	WA	1	45.9965	-120.8848
A M Kennedy Park	OR	1	45.4887	-122.7820
A Street Intramural Field	CA	1	38.5441	-121.7477
A Street Park	CA	1	35.1375	-119.4754
ABC Camp Rustic Campsite	CA	1	36.0233	-121.4299
AT&T Park	CA	1	37.7784	-122.3894
Aarons Lake	OR	2	45.7634	-122.7986
Abalone Campground	CA	1	41.1351	-124.1592
Abalone Cove	CA	2	35.5569	-121.1044
Abalone Cove Ecological Reserve	CA	1	33.7417	-118.3784
Abalone Cove State Marine Conservation Area	CA	1	33.7097	-118.3870
Abalone Point	CA	2	33.3436	-118.3174
Abbe Park	CA	1	36.8444	-121.5394
Abbey Island	WA	2	47.7148	-124.4213
Abbot Butte	OR	2	44.5576	-121.7090
Abbot Lake	OR	2	46.1775	-123.9563
Abbott	CA	0	39.0204	-121.6255
Abbott Butte	OR	2	42.9429	-122.5489
Abbott Creek Research Natural Area	OR	1	42.9348	-122.5239
Abbott Lake	CA	2	39.0201	-121.6093
Abbott Lakes	CA	2	36.2312	-121.4817
Abbotts Lagoon	CA	2	38.1174	-122.9533
Abbotts Peak	CA	2	37.9763	-120.6224
Abel Canyon Campground	CA	1	34.8228	-119.8626
Abels Point	WA	2	46.2538	-117.5863
Abercrombie Mountain	WA	2	48.9282	-117.4591
Aberdeen	CA	0	36.9780	-118.2534
Aberdeen	WA	0	46.9754	-123.8157
Aberdeen Gardens	WA	0	47.0626	-123.7796
Aberdeen Junction	WA	0	46.9787	-123.7629
Abernathy Creek State Wildlife Area	WA	1	46.1950	-123.1624
Abernathy Fish Technology Center	WA	1	46.2263	-123.1478
Abernathy Lake	WA	2	48.4828	-120.5104
Abernathy Mountain	WA	2	46.3354	-123.0954
Abernathy Peak	WA	2	48.4774	-120.5243
Abernathy Point	WA	2	46.1904	-123.1676
Abernathy Truck Trail	WA	1	46.3218	-123.0246
Abernethy Creek City Park	OR	1	45.3632	-122.5970
Abernethy Island	OR	2	45.3521	-122.6173
Abernethy Lake	OR	2	43.6022	-122.1012
Abert Rim	OR	2	42.5646	-120.1769
Abert Rim Historical Marker	OR	1	42.5874	-120.1816
Abert Rim Viewpoint	OR	1	42.4304	-120.2177
Abes Mountain	OR	2	43.1335	-122.8023
Abiel Lake	WA	2	47.3485	-121.4621
Abiel Peak	WA	2	47.3476	-121.4493
Abilene	CA	0	36.1455	-119.0537
Abiqua Creek Park	OR	1	44.9568	-122.6234
Abiqua Lake	OR	2	44.8792	-122.5054
Abney Butte	CA	2	41.9760	-123.1603
Abolitos Park	CA	1	32.9834	-117.0600
Abraham Cove	WA	2	47.9182	-118.3442
Abraham Lincoln Shrine	CA	1	34.0536	-117.1837
Abrams Lake	CA	2	41.3369	-122.3554
Abrams Lake Mobile Estates	CA	0	41.3379	-122.3553
Abrams Park	WA	1	45.8184	-122.7376
Acacia Park	CA	1	33.9300	-118.4237
Acalanes Ridge	CA	0	37.9047	-122.0786
Acampo	CA	0	38.1746	-121.2786
Ace Pond	OR	2	42.5991	-121.1772
Ace Williams Mountain	OR	2	43.2797	-123.0380
Acebedo	CA	0	35.8319	-120.2018
Acker Divide Trail	OR	1	43.0201	-122.5748
Acker Island	CA	2	37.9974	-121.4488
Acker Lake	WA	2	46.0160	-121.7915
Acker Peak	CA	2	38.1094	-119.5093
Ackerley Lake	OR	2	44.0140	-124.0821
Ackerman Campground	CA	1	40.7857	-122.7717
Ackerman Island	WA	2	45.5732	-122.4570
Ackerson Mountain	CA	2	37.8380	-119.8674
Acme	OR	0	43.9798	-124.0610
Acme	WA	0	48.7171	-122.2052
Acolita	CA	0	33.0712	-115.1847
Acorn	CA	0	34.6528	-120.4932
Acorn Acres Park	CA	1	34.2139	-118.8720
Acorn City Park	OR	1	44.0443	-123.1387
Acorn Meadows Mobile Home Park	WA	0	47.1260	-122.5382
Acorn Recreation Area	CA	1	38.1771	-120.7972
Acorn Woman Lakes	OR	2	42.0405	-123.0203
Acorn Woman Mountain	OR	2	42.0633	-122.9880
Acorn Woman Peak	OR	2	42.0696	-123.0120
Acrodectes Peak	CA	2	36.8608	-118.3751
Actis	CA	0	34.9586	-118.1487
Active Cove	WA	2	48.7854	-122.9677
Acton	CA	0	34.4700	-118.1967
Acton Butte	OR	2	43.3752	-117.2260
Acton Camp	CA	1	34.4500	-118.1981
Acty Cow Camp	OR	1	42.1091	-119.1208
Acty Mountain	OR	2	42.1038	-119.1330
Acuna Park	CA	1	34.0220	-118.1162
Ada County Park	OR	1	43.8693	-124.0790
Ada Givens Park	CA	1	37.3072	-120.4532
Ada Harris Park	CA	1	33.0314	-117.2742
Adair County Park	OR	1	44.6762	-123.2109
Adair Lake	CA	2	37.6830	-119.4073
Adair Point	OR	2	45.8287	-123.9624
Adair Village	OR	0	44.6707	-123.2179
Adam Park	CA	1	34.9355	-120.4424
Adam Rogers Park	CA	1	37.7305	-122.3839
Adams	CA	0	38.8563	-122.7197
Adams	OR	0	45.7674	-118.5625
Adams Acres Park	OR	1	45.5587	-122.8959
Adams Avenue Park	CA	1	32.7625	-117.1181
Adams Butte	OR	2	42.4938	-119.6663
Adams Camp	CA	1	38.4505	-119.7649
Adams City Park	OR	1	45.7671	-118.5619
Adams Cove	CA	2	34.0297	-120.4404
Adams Field	CA	1	34.1317	-117.8869
Adams Fork Campground	WA	1	46.3393	-121.6462
Adams Hill	CA	2	34.1286	-118.2356
Adams Lake	CA	2	41.1126	-122.9628
Adams Lake	OR	2	45.9512	-122.8551
Adams Lake	WA	2	47.0758	-118.0288
Adams Mountain	OR	2	43.6204	-122.7222
Adams Mountain	WA	2	48.0904	-118.0925
Adams Neck	CA	2	39.8388	-120.1513
Adams Park	CA	1	32.7962	-115.5578
Adams Peak	CA	2	39.9107	-120.1002
Adams Point	CA	2	37.8049	-122.2586
Adams Point	WA	2	48.3015	-120.6498
Adams Station	CA	0	41.8426	-123.9926
Adams Trail	CA	1	33.3395	-116.9170
Adamsville State Historic Landmark	CA	1	37.5844	-121.0738
Adco	WA	0	47.4174	-119.3625
Addy	WA	0	48.3560	-117.8375
Addy Mountain	WA	2	48.4119	-117.7564
Adel	OR	0	42.1774	-119.8986
Adela	CA	0	37.7885	-120.8633
Adelaida	CA	0	35.6455	-120.8735
Adelaide	WA	0	47.3309	-122.3604
Adelaide Lake	WA	2	46.9833	-121.7413
Adelanto	CA	0	34.5828	-117.4092
Adelanto Park	CA	1	34.5758	-117.4078
Adell Butte	OR	2	43.2457	-121.9223
Adelma Beach	WA	0	48.0493	-122.8291
Aders Sump	OR	2	45.3290	-122.9901
Adin	CA	0	41.1938	-120.9452
Adin Summit Pond	CA	2	41.3374	-120.9355
Adin-Lookout	CA	0	41.3039	-121.2599
Adkins	WA	0	46.2524	-118.7047
Adkins Mountain	CA	2	37.1380	-119.8107
Adlena Park	CA	1	33.8725	-117.9556
Admiral Kidd Park	CA	1	33.7956	-118.2165
Admiral William Standley State Recreation Area	CA	1	39.6462	-123.6183
Admiralty Bay	WA	2	48.1590	-122.6385
Admiralty Head	WA	2	48.1554	-122.6793
Admiralty Inlet Natural Area Preserve	WA	1	48.1752	-122.6850
Admiralty Park	CA	1	33.9842	-118.4464
Admiration Point	CA	2	36.5508	-118.7976
Adna	WA	0	46.6290	-123.0612
Adobe Bluffs Park	CA	1	32.9820	-117.1314
Adobe Corner	CA	0	37.4260	-122.2664
Adobe Flat	OR	2	42.0256	-120.9877
Adobe Hill	CA	2	37.0338	-119.8618
Adobe Loop Trail	CA	1	33.5123	-117.2675
Adobe Mountain	CA	2	34.7047	-117.6723
Adobe Park	CA	1	37.6608	-121.9125
Adobe Point	CA	2	37.4955	-122.3397
Adobe Pond	OR	2	44.6700	-118.2372
Adolfo Park	CA	1	34.2333	-119.0195
Adolphus Island (historical)	WA	2	48.7312	-123.0216
Adrian	OR	0	43.7407	-117.0718
Adrian	WA	0	47.3910	-119.9176
Ads Lake	WA	2	48.9349	-119.1141
Advance	CA	0	36.5158	-118.9026
Aegean Hills Park	CA	1	33.6039	-117.6881
Aemisegger Hill	OR	2	45.4068	-122.3831
Aeneas	WA	0	48.5474	-118.9786
Aeneas Beach	CA	1	36.6119	-121.8975
Aeneas Lake	WA	2	48.6789	-119.5112
Aeneas Lookout	WA	2	48.7435	-119.6220
Aeneas Mountain	WA	2	48.5132	-119.1823
Aeolian Buttes	CA	2	37.8533	-119.0607
Aerial Acres	CA	0	35.0877	-117.7920
Aerial Lake	OR	2	43.9889	-121.8743
Aerie Crag Campground	CA	1	37.8035	-119.1121
Aero Island	CA	2	37.9663	-121.5314
Aero Mobile Court	WA	0	47.5040	-122.7474
Aetna Springs	CA	0	38.6535	-122.4828
Africa USA Park	CA	1	38.1330	-122.2325
Afton	CA	0	39.4199	-121.9664
Afton Canyon Campground	CA	1	35.0391	-116.3825
Agate	WA	0	47.2134	-123.0124
Agate Bay	CA	2	39.2335	-120.0402
Agate Bay	WA	0	48.7559	-122.3554
Agate Beach	CA	1	37.8974	-122.7108
Agate Beach	OR	0	44.6773	-124.0618
Agate Beach County Park	CA	1	37.8974	-122.7105
Agate Beach County Park	WA	1	48.4287	-122.8766
Agate Beach State Park	OR	1	44.6587	-124.0582
Agate Beach Trail	CA	1	41.1396	-124.1473
Agate Campground	CA	1	41.1554	-124.1504
Agate Lake County Park	OR	1	42.4110	-122.7636
Agate Point	OR	2	44.3040	-124.1090
Agate Point	WA	0	47.7140	-122.5532
Agency Hill	OR	2	42.6388	-121.9364
Agency Lake	OR	2	42.5365	-121.9649
Agency Mountain	OR	2	43.9127	-118.2044
Ager	CA	0	41.8663	-122.4606
Agnes Island	WA	2	46.5915	-121.5643
Agnes Mountain	WA	2	48.3176	-120.9676
Agness	OR	0	42.5565	-124.0690
Agnew	CA	0	37.3947	-121.9591
Agnew	WA	0	48.1056	-123.2485
Agnew Lake	CA	2	37.7548	-119.1350
Agnew Meadows Campground	CA	1	37.6822	-119.0904
Agnew Meadows Group Campground	CA	1	37.6861	-119.0946
Agnew Mobile Home Park	WA	0	48.1228	-123.2214
Agnew Park	CA	1	37.3919	-121.9636
Agoura	CA	0	34.1431	-118.7379
Agoura Hills	CA	0	34.1364	-118.7745
Agoura Hills-Malibu	CA	0	34.0966	-118.7631
Agoura Park	CA	1	34.1464	-118.7395
Agra	CA	0	33.3334	-117.5000
Agren Memorial Park	WA	1	47.4495	-122.5007
Agricultural Park	CA	1	33.9597	-117.4714
Agua Blanca Trail	CA	1	34.5667	-118.8468
Agua Caliente	CA	0	38.3241	-122.4880
Agua Caliente County Park	CA	1	32.9517	-116.3059
Agua Caliente Park	CA	1	33.8242	-116.4889
Agua Caliente Trail	CA	1	34.5800	-119.5185
Agua Dulce	CA	0	34.4964	-118.3256
Agua Dulce Campground	CA	1	32.8550	-116.4339
Agua Escondido Campground	CA	1	35.1789	-120.2285
Agua Fria	CA	0	37.4849	-120.0202
Agua Hedionda	CA	2	33.1422	-117.3276
Agua Tibia Mountain	CA	2	33.4098	-116.9820
Agua Tibia Wilderness	CA	1	33.4226	-116.9798
Agua Vista Park	CA	1	37.7660	-122.3858
Aguanga	CA	0	33.4428	-116.8650
Aguanga Mountain	CA	2	33.3384	-116.7853
Aguanga Trail	CA	1	33.4095	-116.8692
Aguereberry Point	CA	2	36.3577	-117.0481
Ah-Di-Na Campground	CA	1	41.1099	-122.0983
Ah-Ha-Kwe-Ah-Mac/Stonewall Mine Cultural Preserve	CA	1	32.9793	-116.5706
Ahart Camp	CA	1	39.5013	-120.4672
Ahart Campground	CA	1	39.1457	-120.4074
Ahart Sheep Camp	CA	1	39.5335	-120.5869
Ahjumawi Lava Springs State Park	CA	1	41.1360	-121.4178
Ahle Point	WA	2	45.9971	-122.8434
Ahlstron Park	CA	1	38.6032	-121.2886
Ahtanum	WA	0	46.5596	-120.6220
Ahtanum Meadow Campground	WA	1	46.5226	-121.0092
Ahtanum State Forest	WA	1	46.5424	-121.0250
Ahtanum Youth County Park	WA	1	46.5579	-120.5123
Ahwahnee	CA	0	37.3655	-119.7263
Ahwahnee Estates	CA	0	37.3708	-119.7038
Ahwiyah Point	CA	2	37.7508	-119.5366
Aiken County Park	OR	1	42.7326	-122.4367
Aikens Creek Campground	CA	1	41.2351	-123.6592
Aims	OR	0	45.4507	-122.2079
Ainsworth Blocks	OR	1	45.5663	-122.6427
Ainsworth Corner	CA	0	41.9985	-121.5597
Ainsworth Junction	WA	0	46.2096	-119.0378
Ainsworth State Park	OR	1	45.5923	-122.0570
Airbase Reserve County Park	OR	1	45.4226	-123.7932
Airlie	OR	0	44.7504	-123.3315
Airola Camp	CA	1	38.3549	-120.2571
Airola Peak	CA	2	38.4577	-119.8149
Airplane Lake	WA	2	47.8116	-121.7347
Airport City Park	OR	1	45.8446	-123.2357
Airport Heights Park	OR	1	43.4137	-124.2529
Airport Inn Mobile Home Park	WA	0	47.8883	-122.2615
Airport Lake	WA	2	46.6846	-122.9777
Airport Park	CA	1	37.0575	-120.8663
Airport Park	OR	1	45.1951	-123.1473
Airstrip Pond	CA	2	36.3103	-120.7978
Airview Lake	WA	2	48.9291	-120.2104
Airway Heights	WA	0	47.6446	-117.5933
Airway Mobile Home Park	WA	0	48.1652	-122.1466
Ajax Field	CA	1	39.5143	-122.1919
Ajlune	WA	0	46.5154	-122.4348
Akers Butte	OR	2	45.7143	-117.5730
Akerson Butte	OR	2	43.6241	-123.0648
Al Bahr Shrine Camp	CA	1	32.8950	-116.4497
Al Borlin Park	WA	1	47.8518	-121.9643
Al Caffodio Park	CA	1	37.6924	-121.7861
Al Griffin Memorial Park	OR	1	45.5251	-123.8932
Al Raught Park	WA	1	46.3437	-122.5334
Al's Mobile Home Park	WA	0	48.1091	-123.3840
Alabama Hill	CA	0	38.3549	-120.5919
Alabama Hills	CA	0	36.5677	-118.0898
Alabama Hills Recreation Area	CA	1	36.6074	-118.1554
Aladdin	WA	0	48.7285	-117.6714
Aladdin Mountain	WA	2	48.7282	-117.6105
Alamar Hill	CA	2	34.6294	-119.5912
Alamar Hill Trail	CA	1	34.6364	-119.6129
Alamar Trail	CA	1	34.6942	-119.6162
Alambique Trail	CA	1	37.3980	-122.2772
Alameda	CA	0	37.7710	-122.2609
Alameda County Fairgrounds	CA	1	37.6619	-121.8872
Alameda Creek Quarries Regional Park	CA	1	37.5722	-122.0027
Alameda Island	CA	2	37.7750	-122.2743
Alameda Lake	OR	2	43.4595	-122.1574
Alameda Park	CA	1	37.7599	-122.2450
Alameda Plaza	CA	1	34.4280	-119.7051
Alamine Peak	CA	2	40.5832	-121.8811
Alamitos Bay	CA	2	33.7497	-118.1181
Alamitos Bay Beach	CA	1	33.7561	-118.1315
Alamitos Bay State Park	CA	1	33.7464	-118.1206
Alamitos Peninsula	CA	2	33.7506	-118.1265
Alamo	CA	0	37.8502	-122.0322
Alamo Camp	CA	1	34.6511	-118.9598
Alamo Creek Park	CA	1	38.3563	-122.0091
Alamo Mountain	CA	2	34.6666	-118.9593
Alamo Oaks	CA	0	37.8394	-121.9930
Alamo Square	CA	1	37.7763	-122.4347
Alamo Square Historic District	CA	1	37.7771	-122.4350
Alamorio	CA	0	32.9792	-115.4614
Alamos Anchorage	CA	2	33.9516	-119.7700
Alamosa Park	CA	1	33.2417	-117.2778
Alan B Berg City Park	OR	1	44.5623	-123.2519
Alan Peak	CA	2	35.2522	-120.8174
Alan Peak Trail	CA	1	35.2514	-120.8321
Alan Sieroty Beach	CA	1	38.1069	-122.8483
Alaska Lake	WA	2	47.4597	-121.3565
Alaska Mountain	WA	2	47.4635	-121.3465
Alaska Peak	CA	2	39.4485	-121.0055
Alba	CA	0	37.7980	-121.0397
Albany	CA	0	37.8869	-122.2977
Albany	OR	0	44.6365	-123.1059
Albany Bulb	CA	1	37.8900	-122.3248
Albany Cougar Athletic Field	CA	1	37.8983	-122.2950
Albany Hill	CA	2	37.8949	-122.3047
Albany Hill Park	CA	1	37.8946	-122.3047
Albany Park	CA	1	35.7847	-119.2607
Albee Creek Campground	CA	1	40.3529	-124.0092
Alberhill	CA	0	33.7272	-117.3998
Albert Anchorage	CA	2	33.9637	-119.6933
Albert Camp	WA	1	48.9435	-119.9006
Albert Camp Trail	WA	1	48.9382	-119.8929
Albert Field	CA	1	37.9688	-122.5277
Albert H Powers Memorial State Park	OR	1	42.9679	-124.1318
Albert Kelly City Park	OR	1	45.4862	-122.7137
Albert Lake	CA	2	41.3439	-122.9696
Albert Lake	OR	2	43.4488	-119.1399
Albert Philippi Park	OR	1	45.7057	-120.5992
Alberta City Park	OR	1	45.5643	-122.6445
Albertson Park	CA	1	37.2341	-121.7947
Albian Hill	WA	2	48.6521	-118.4484
Albion	CA	0	39.2235	-123.7686
Albion	WA	0	46.7910	-117.2505
Albion Head	CA	2	39.2313	-123.7800
Albright Lake	WA	2	48.5411	-119.6104
Alcalde Hills	CA	2	36.1666	-120.4427
Alcatraz Island	CA	2	37.8267	-122.4229
Alco Trail	OR	1	42.7657	-122.7620
Alden Historical Marker	CA	1	41.9265	-122.5786
Alden Lake	WA	2	49.0000	-119.1348
Alden Park	CA	1	37.7347	-121.4394
Alden Point	WA	2	48.7894	-122.9720
Alder	OR	0	44.5823	-123.5090
Alder	WA	0	46.7950	-122.2690
Alder Bluff	WA	2	46.1887	-123.0823
Alder Campground	WA	1	48.6182	-119.7951
Alder Creek	CA	0	38.6346	-121.2016
Alder Creek	OR	0	45.3779	-122.1017
Alder Creek Camp	CA	1	34.5772	-118.9393
Alder Creek Camp Ground	CA	1	38.7663	-120.3791
Alder Creek Campground	CA	1	35.7186	-118.6118
Alder Creek Horse Camp	WA	1	47.8499	-120.6595
Alder Creek Trail	CA	1	34.1586	-117.0667
Alder Forestry Conservation Camp	CA	1	41.5007	-124.0609
Alder Glen Campground	OR	1	45.2662	-123.5807
Alder Grove	WA	0	46.9656	-123.6388
Alder Grove Mobile Home Park	WA	0	47.9553	-124.3557
Alder Hill	CA	2	38.6299	-120.2388
Alder Lake	OR	2	44.0709	-124.1035
Alder Lake Camp	OR	1	44.0712	-124.1026
Alder Lake Campground	WA	1	46.7634	-122.2573
Alder Mountain	OR	2	44.8254	-119.9836
Alder Park	CA	1	38.4113	-122.5536
Alder Peak	CA	2	35.8847	-121.3694
Alder Pond	WA	2	47.4185	-122.5844
Alder Rustic Campsite	CA	1	34.4819	-119.4993
Alder Springs	CA	0	37.0661	-119.4021
Alder Swamp	OR	2	44.8165	-122.0706
Alder Thicket Campground	WA	1	46.2588	-117.5669
Alder Trail Camp	CA	1	37.1136	-122.2703
Aldercroft Heights	CA	0	37.1608	-121.9689
Alderdale	WA	0	45.8349	-119.9209
Alderdale Treaty Fishing Access Site	WA	1	45.8350	-119.9326
Alderglen Springs	CA	0	38.8352	-123.0528
Alderman Butte	OR	2	45.1972	-123.9117
Alderman Lake	WA	2	47.4792	-117.7628
Alderman Park	OR	1	45.2226	-123.0707
Alderpoint	CA	0	40.1763	-123.6117
Alderton	WA	0	47.1696	-122.2293
Aldervale	OR	0	45.7684	-123.8443
Alderwood	WA	0	48.7787	-122.5225
Alderwood Manor	WA	0	47.8080	-122.2610
Alderwood Park	CA	1	33.7103	-117.7595
Alderwood State Park	OR	1	44.1551	-123.4234
Aldred Hill	WA	2	47.0887	-122.5524
Aldrich Butte	WA	2	45.6532	-121.9801
Aldrich City Park	OR	1	44.9321	-123.0237
Aldrich Lake	WA	2	47.4326	-123.0823
Aldrich Mountain	OR	2	44.3774	-119.4511
Aldrich Park	CA	1	33.6459	-117.8428
Aldrich Park	OR	1	45.6812	-118.7978
Aldrich Point	OR	2	46.2340	-123.4993
Aldrich Point Boat Ramp	OR	1	46.2349	-123.5196
Alec Butte	OR	2	43.3402	-119.6486
Aleck Bay	WA	2	48.4270	-122.8577
Aleck Rocks	WA	2	48.4229	-122.8502
Alecs Butte	OR	2	45.3206	-123.1850
Alegria Island	WA	2	48.6046	-122.9735
Alejandro Campground	CA	1	34.9055	-120.1640
Alessandro	CA	0	33.8861	-117.2703
Alessandro Island	CA	2	33.8614	-117.1662
Alessandro Trail	CA	1	33.6259	-116.7970
Alevalos Park	CA	1	33.6770	-117.9487
Alexander Beach	WA	0	48.4751	-122.6602
Alexander Island	WA	2	47.7984	-124.5066
Alexander Lake	WA	2	47.9990	-119.7678
Alexander Park	CA	1	38.0530	-122.2191
Alexander Park	WA	1	46.6518	-122.9832
Alexander Peak	CA	2	34.5992	-119.7632
Alexander Trail	WA	1	48.2879	-122.0485
Alfalfa	OR	0	44.0773	-121.0170
Alfalfa	WA	0	46.3304	-120.2389
Alford Place	CA	0	40.2182	-122.6667
Alford Pond	OR	2	44.3116	-123.1278
Alforja Lake	OR	2	44.4867	-121.9183
Alfred A Loeb State Park	OR	1	42.1128	-124.1894
Alger	WA	0	48.6198	-122.3413
Alger Lake	OR	2	42.3427	-119.5179
Alger Truck Trail	WA	1	46.3365	-123.4393
Algerine	CA	0	37.9110	-120.3833
Algin Sutton Recreation Center	CA	1	33.9558	-118.2853
Algodones Dunes	CA	2	32.9584	-115.0841
Algoma	OR	0	42.3471	-121.8156
Algoma Incline	OR	2	42.3707	-121.7986
Algona	WA	0	47.2790	-122.2521
Algoso	CA	0	35.3597	-118.9251
Alhambra	CA	0	34.0953	-118.1270
Alhambra Park	CA	1	34.0967	-118.1459
Alice Bight	WA	2	48.4826	-122.6902
Alice Eastwood Trail	CA	1	37.9205	-122.5989
Alice Keck Memorial Park	CA	1	34.4280	-119.7071
Alice Lake	OR	2	44.5057	-121.8684
Alice Lakes	WA	2	47.3904	-121.6237
Alice Mae Mountain	WA	2	48.8238	-117.8633
Alice Threfts Park	CA	1	34.9430	-120.4279
Alicel	OR	0	45.4043	-117.9799
Alicia Park	CA	1	33.6206	-117.6728
Alico	CA	0	36.5697	-117.9631
Aliklik Campgroun	CA	1	34.7231	-118.8635
Alimur Park Mobile Home Park	CA	0	36.9866	-121.9616
Aliso	CA	0	33.7270	-117.8331
Aliso Beach	CA	1	33.5100	-117.7525
Aliso Beach County Park	CA	1	33.5097	-117.7523
Aliso Campground	CA	1	34.9078	-119.7685
Aliso Canyon Park	CA	1	34.2903	-118.5337
Aliso Park	CA	1	33.6009	-117.7064
Aliso Point	CA	2	33.5070	-117.7512
Aliso Viejo	CA	0	33.5650	-117.7271
Alito Park	CA	1	33.5434	-117.7878
Alizondo Drive Park	CA	1	34.1506	-118.6056
Alkali Butte	OR	2	44.0643	-120.6250
Alkali Buttes	OR	2	43.0257	-120.0161
Alkali Camp	OR	1	43.0693	-122.3817
Alkali Flat Central Historic District	CA	1	38.5846	-121.4913
Alkali Flat North Historic District	CA	1	38.5866	-121.4894
Alkali Flat West Historic District	CA	1	38.5860	-121.4941
Alkali Lake	CA	2	41.2517	-120.6055
Alkali Lake	OR	2	42.2059	-121.4830
Alkali Lake	WA	2	47.2397	-117.9781
Alkali Park	OR	1	45.7178	-120.2014
Alkali Playground	CA	1	38.5880	-121.4891
Alkali Pond	WA	2	48.1369	-119.5549
Alkali Sink Ecological Reserve	CA	1	36.7236	-120.2835
Alki Beach	WA	1	47.5793	-122.4104
Alki Crest	WA	2	46.9637	-121.8940
Alki Point	WA	2	47.5763	-122.4210
All Nations Camp	CA	1	34.3967	-117.7476
All Seasons Recreational Vehicle Park and Campground	CA	1	33.2559	-117.1550
All Top	CA	2	39.8821	-122.7108
Allan Island	WA	2	48.4641	-122.7037
Allan Yorke City Park	WA	1	47.1907	-122.1665
Allegany	OR	0	43.4260	-124.0323
Alleghany	CA	0	39.4696	-120.8433
Allen	CA	0	38.6171	-120.1107
Allen	WA	0	48.5165	-122.3771
Allen Butte	CA	2	41.3599	-121.0877
Allen Camp	CA	1	38.6216	-120.2227
Allen Creek Horse Camp	OR	1	44.3943	-120.1733
Allen J Martin Park	CA	1	34.0397	-117.9623
Allen Lake	WA	2	47.6146	-122.0107
Allen Lew Memorial Grove	CA	1	36.8126	-119.7457
Allen Mountain	WA	2	46.6551	-121.8690
Allen Mountain Trail	WA	1	46.6567	-121.8433
Allen Park	CA	1	33.7278	-117.9612
Allen Peak	CA	2	34.0806	-116.9867
Allen Point	WA	2	47.3423	-122.6704
Allen Pool	OR	2	42.5573	-124.0881
Allenbach Acres Park	OR	1	45.5568	-122.8651
Allendale	CA	0	38.4446	-121.9430
Allendale Park	CA	1	34.1261	-118.1448
Allendale Recreation Center	CA	1	37.7894	-122.2036
Allens Bay	WA	2	48.0688	-124.6584
Allens Bay Trail	WA	1	48.0470	-124.6736
Allens Trail	CA	1	40.3701	-123.9300
Allensworth	CA	0	35.8636	-119.3890
Allentown	WA	0	47.4943	-122.2762
Allenwood Hill	CA	2	39.1643	-121.2741
Alley Camp	CA	1	39.2182	-122.8680
Alliance	CA	0	40.8885	-124.0878
Alliance Redwood	CA	0	38.4338	-122.9731
Allie Cove	CA	2	40.7624	-122.2919
Allie Cove Campground	CA	1	40.7546	-122.2892
Allied Gardens Community Park	CA	1	32.7953	-117.0814
Allied Gardens Recreation Center	CA	1	32.7959	-117.0809
Alligator	CA	2	33.7022	-115.4097
Alligator Lake	OR	2	43.1250	-122.6029
Alligator Rock	CA	2	32.7423	-117.2642
Alligator Slough (historical)	CA	2	34.0217	-114.4819
Allison	WA	0	47.1404	-122.3957
Allison Trail	CA	1	34.2606	-117.7212
Allyn	WA	0	47.3856	-122.8276
Allyn-Grapeview	WA	0	47.3527	-122.8345
Allyne Park	CA	1	37.7977	-122.4275
Allynview Mobile Park	WA	0	47.3801	-122.8330
Alma	OR	0	43.8909	-123.4748
Alma Myra Park	OR	1	45.4157	-122.5868
Alma Park	CA	1	33.7253	-118.2976
Alma Park	WA	1	48.3593	-119.5825
Almaden Lake Park	CA	1	37.2411	-121.8713
Almaden Meadows	CA	1	37.2216	-121.8850
Almaden Quicksilver County Park	CA	1	37.2074	-121.8808
Almaden Reservoir County Park	CA	1	37.1769	-121.8361
Almaden Winery Park	CA	1	37.2377	-121.8963
Almanor	CA	0	40.2174	-121.1741
Almanor Campground	CA	1	40.2185	-121.1780
Almanor Peninsula	CA	2	40.2315	-121.1427
Almansor Park	CA	1	34.0872	-118.1156
Almar Plaza	CA	1	34.0414	-118.5376
Almeda County Park	OR	1	42.6054	-123.5831
Almendra Park	CA	1	34.4006	-118.5443
Almira	WA	0	47.7110	-118.9408
Almond	CA	0	33.8589	-117.9848
Almond Mountain	CA	2	35.3689	-117.4603
Almond Park	CA	1	37.6758	-121.7411
Almondridge Park	CA	1	38.0019	-121.7622
Almonte	CA	0	37.8899	-122.5250
Almota	WA	0	46.7029	-117.4694
Alms Campground	CA	1	35.9858	-121.4674
Aloha	OR	0	45.4943	-122.8671
Aloha	WA	0	47.2009	-124.1680
Alohawood Park	OR	1	45.5005	-122.8598
Alona Park	CA	1	33.7631	-117.8953
Alondra Park	CA	0	33.8895	-118.3309
Aloysia Moore Park	CA	1	34.1317	-117.9814
Alpaugh	CA	0	35.8877	-119.4873
